height,length,class
39.902791818118466,49.166370648316374,2
25.87239218492616,51.18330296243194,0
22.156534349991233,41.797322312229625,1
35.04912637008059,54.20551927530784,2
25.61561829800279,51.80854230298933,0
25.86843297395076,43.621789552851475,0
37.18528052538869,46.98239597457079,2
25.98639797878438,49.478172899414375,0
22.49194600834961,41.509544260250266,1
38.65241836151439,49.148765033222375,2
26.608146701621525,46.1730495496622,0
22.00267528562635,38.53463178511497,1
38.96636398989769,49.03787715741274,2
20.124248247639997,48.17840303253485,0
24.7035615711172,41.12365873915462,1
41.75106839247442,49.438028668013914,2
25.448898573715322,47.169658969006264,0
18.53639347045397,37.81351224820826,1
41.589166427415385,52.626845966125714,2
24.865479821336702,45.900007077143755,0
22.36830163569915,40.24617609902358,1
36.199444572727636,50.93982904653176,2
24.04139485490517,47.44397671008629,0
23.78486665145842,38.04626272100353,1
37.897577175683566,48.73810968072302,2
23.557893928591586,51.378872290954114,0
23.537519648770864,39.54576069756939,1
39.34397108357779,51.078190930205736,2
28.007085382725542,45.41096981761605,0
23.588676202818256,40.62621007207132,1
38.25865100129089,52.031877349200904,2
25.84658449372239,47.34999070775548,0
24.175494411306687,42.31213125713471,1
37.42874820170806,48.301917886532806,2
27.658194781849392,46.78717862877727,0
25.123886936681703,40.59420287137375,1
39.211563110254865,49.40084984001414,2
26.6139050390699,45.77295028914696,0
21.125764939960387,43.63709828507711,1
41.26568509826635,51.7495873177969,2
24.003805832500483,46.449898043796104,0
22.44332439235805,42.13920934164311,1
38.66337009919873,45.20522526480291,2
24.222044160730942,47.86984491008138,0
20.81012864414311,39.88891479483561,1
38.18217885544585,49.66808000047692,2
26.107700974185075,50.59647914626879,0
22.317643413118894,39.09323395433016,1
36.59193399376911,49.8999014025983,2
26.86387826992656,49.43738189602382,0
22.69155094097695,38.97962090675412,1
39.71110831757252,49.529924338235155,2
27.104041294518836,46.347848591377044,0
22.848028631057357,46.158393294722984,0
40.18104617001,51.74644275582701,2
24.696540265706158,48.238960219035285,0
21.91463972784224,40.53579287179748,1
38.12886939040695,49.85617304864165,2
23.73919953398198,48.81797797072677,0
24.08364422159145,42.13976514148032,1
35.997797539509506,50.61542224184536,2
24.767483122835227,48.48673384273307,0
25.01619571172595,39.58919769361884,1
37.67954171608196,48.674917632948166,2
24.890292454100603,50.74674677423848,0
20.917091516437903,39.232106346684425,1
41.12106997049535,49.23253966324195,2
24.281081162992344,46.73817040010683,0
21.78731772811467,40.850557876920696,1
36.47386622045677,45.70043417833225,2
28.24891144371114,47.637501727851394,0
24.425824707435424,39.224510346520766,1
39.56760109277213,49.22069150613158,2
24.914125255696938,48.34179811063932,0
19.399566443380948,42.993291200876904,1
40.2575685885337,51.42612266763485,2
28.446611409123683,48.97101786713674,0
21.478930107944898,38.20462716957417,1
36.29332827187331,47.41701442936776,2
28.061149019095385,45.36540723001468,0
23.24868695147389,40.613334011493,1
36.57144109865375,46.196077434953835,2
22.58969652816019,44.306876024212265,1
24.166125429129348,42.2099352077384,1
40.615233607528985,50.670388067970045,2
25.88893175564827,50.24692266071695,0
22.432810083885546,43.89811576635364,1
36.6590979736613,49.444424452812264,2
27.088871789086745,49.20696021153478,0
22.918391735428532,40.379976037390094,1
34.79481331440168,47.99278031998241,2
25.829834118795134,47.74046939866548,0
23.114748540161482,41.503910657543116,1
38.0725581550411,51.914406973714584,2
24.42062821732319,48.67186860951675,0
22.02586957288094,41.750019355802905,1
37.62679843168007,48.85850696873073,2
23.342802001091982,46.98068475375578,0
21.354006420246726,40.91731762170681,1
33.677879037887514,49.9329323062555,2
23.120148539986502,46.03347546133867,0
20.97048333874419,42.98347153376908,1
37.66625424682842,51.72821112735239,2
25.512191800440654,48.41787215283259,0
24.53992881232827,39.82121675108798,1
38.97590960987962,48.428926935676245,2
23.888812113799847,48.65257243990739,0
21.738009896821872,41.12306037195362,1
39.47253807815375,52.588706682470516,2
22.82690653245583,44.70475198267567,1
23.031824467887976,40.34902847414505,1
39.457603419725515,49.55832366274365,2
24.878100073108605,49.018953950177774,0
23.895206669949115,39.373249078956995,1
36.545205535551375,49.82604025069978,2
26.942000733797745,47.377147169364385,0
23.206248754352295,38.68440552021019,1
36.0205054739535,50.332040536282946,2
22.899340861111995,48.79959192327997,0
23.642819110673944,40.78107505002302,1
37.950368326586364,51.0867111716288,2
26.377574063538418,47.12207136981277,0
21.245168568056627,37.306828919022685,1
39.14411242961444,49.91625634401332,2
23.89424819631703,50.37684107431037,0
20.72906185990054,40.858635308833406,1
38.35367648229209,48.2717645809275,2
28.155301592651576,44.73387141709021,0
24.508705366622028,40.92045543390419,1
39.40537838205027,51.688997314017854,2
23.73597970281979,46.757106898901704,0
21.986988851062584,41.65744513168411,1
32.685622256099826,52.17660255117993,2
21.717496565988693,49.15623465379919,0
25.02551452171652,40.86701896988383,1
38.02993831797118,53.41552187272939,2
26.133735056390474,45.29367288738611,0
25.76495682353871,39.795625886891514,1
39.43904808576913,51.554590729438566,2
26.047244718792196,45.46808271131762,0
25.037324483099926,39.60417311392235,1
39.37757376051996,51.18382754962623,2
26.477697085664584,49.975719427393926,0
21.995087844683745,38.77009142643059,1
39.229892992217366,47.536071478103665,2
26.8090910773439,50.47866657257991,0
22.930581156799356,39.310989230713666,1
39.427131611543956,50.82411933505274,2
23.798171566171085,49.05985945008829,0
18.754300104525168,40.72444011233574,1
37.756695803778435,52.81183689995467,2
26.904043983299886,47.06317207839195,0
25.07124465110013,42.798306254121144,1
38.520409613919036,49.857629590183386,2
24.831181630697195,48.646565200591226,0
19.687549736795216,40.41846956918292,1
39.73545495119481,51.117493312842065,2
23.72337827387297,49.21375779902744,0
23.71319445172777,40.39071323982172,1
37.21474377847127,49.79189263784239,2
23.81344807763751,48.76189593811736,0
20.006372243071652,39.73419312545314,1
39.0390275186859,48.12285780118981,2
25.22420199849392,47.83225314017463,0
21.171477840627883,38.78591354513725,1
36.078754501940175,50.9033520278744,2
27.546751469301064,47.251682808156744,0
22.96263978333409,42.787780876423746,1
37.72360384526667,48.85364848118743,2
26.24404474024196,45.03877629825976,0
21.107939179575677,38.91885986377207,1
37.01992420797402,49.49267882822092,2
27.820708488931363,48.83188603530607,0
23.475057210260278,41.197652650050756,1
38.72686382373172,50.85110983206688,2
28.82979915318959,46.55665309876013,0
22.600860557403223,41.541211053081426,1
38.4231930076697,49.230250851836395,2
23.75933998929312,49.51670982123447,0
23.798380215079934,39.71295594941385,1
40.7613194709387,55.49023090265398,2
24.525981760648282,50.58398827826079,0
22.87534259627011,39.78808185347388,1
39.28903310828889,52.11690132243349,2
25.815711932326366,49.27677036977273,0
22.093386408495224,39.26318578540451,1
36.5472466599409,49.049076536659776,2
26.545127029328288,48.05551440597177,0
21.717415792203386,38.98189118096312,1
34.27950006938827,47.88209900023178,2
23.314484008247582,48.04613091387378,0
20.952400467959883,41.07009245208192,1
38.82407103122244,50.7585662176595,2
22.135631947873588,47.49491228472964,0
23.608589376137058,39.35953832489755,1
38.16555079768721,50.759983075953656,2
26.635033754334373,48.44172361282505,0
22.42049634346084,38.44816646314132,1
39.343408318269795,51.513461173337674,2
23.231810663127497,47.023390655096904,0
24.05643426390635,42.887754782143006,1
36.8337325435316,48.802901603323335,2
22.96154100297636,49.15148698422099,0
20.38584851122866,38.154778765062446,1
40.71629818246472,50.633686531974085,2
26.3529033198937,48.534448977831175,0
22.711525995828627,43.679889814254466,1
37.50800494999098,52.377191290407794,2
27.9024173013991,48.202885888640104,0
21.722980348080988,42.17066266789016,1
35.231132217760354,55.88573041890409,2
27.007448996400715,48.47340697898996,0
21.794057155180035,39.501198932076505,1
36.32224850178606,51.85979643838299,2
26.70157059308511,50.44268513107105,0
21.227264670467793,41.976504776468765,1
36.978337794381105,48.89282677977557,2
25.33677176926381,50.85720090301472,0
24.216894067313998,39.52339760242773,1
38.185581320704806,47.17218196406188,2
27.090171389862345,48.01986455219185,0
24.86442094074549,41.26190359403653,1
40.490488942629455,48.77734441965319,2
25.537919361411515,49.29971051350802,0
22.38646416121823,40.72612006276304,1
37.83224996251632,51.40563416129538,2
24.83900292097606,46.113376329676,0
25.719076347721973,39.985088047842375,1
37.30364504616781,48.79179339380726,2
27.113833829025545,46.833638876184985,0
25.164939598051724,39.38320175462068,1
38.151407545564446,49.073548657206544,2
30.240852285825156,46.89608840902594,0
23.85920541893032,42.138523975578835,1
39.57805274697767,52.350903042874776,2
25.549007466782378,47.356895081962605,0
18.903000856666754,43.804410784441224,1
40.848445289077546,50.20804032049831,2
23.494260531321615,50.888778726428704,0
26.161032918332406,39.37441316294766,1
38.93619093162011,48.97995214818088,2
25.02174261377725,47.61264919611399,0
19.9399380627351,37.88244983440462,1
39.689815803290635,50.26166923068512,2
24.60443076011819,49.21555895014599,0
22.22757465689945,41.57939955780176,1
35.46927002084334,50.309599736604646,2
26.155833969236955,49.133257521419026,0
24.892913505578473,40.015443507796626,1
37.83916636332713,49.57625022147404,2
27.10517143636647,47.2345500302098,0
21.53389465545715,37.45068663636828,1
38.48517897927947,47.48593665354502,2
22.255049270853778,49.92849110150385,0
24.446135361017618,37.45451562254291,1
37.96625086198507,50.99790410141407,2
25.003856348097003,46.60669807184501,0
22.703077505127943,40.57862051431784,1
36.224655236103125,46.56847533794864,2
25.868641370115046,45.71054404168803,0
25.034286146472535,41.20218472000161,1
34.52844000909148,49.304092237443456,2
23.838069678160537,46.40115938334567,0
20.994354594119432,39.77546281781847,1
38.02252515716283,49.693814494735534,2
23.879230177121137,48.35001575198656,0
23.25920340162567,40.88759874429257,1
37.48073254933048,49.03036245709732,2
23.315386513956888,46.096608289490874,0
23.720445458562345,39.78976971929687,1
36.94489992761271,52.114789332271855,2
26.88059499841815,49.87892034561361,0
22.993548500740747,42.30694048644738,1
40.92973768777431,46.35906813815377,2
23.309635445811274,45.381823450184136,0
21.982979694567224,41.871192474351496,1
39.04072418593557,46.26704953089418,2
28.063970579994717,45.80682840166093,0
24.871993001755243,41.908621036283975,1
40.0683117150041,48.50556709794277,2
26.770684377426576,51.14052022368841,0
23.824231525467322,43.84130236944633,1
36.534477307578086,49.73956232687554,2
27.650333577091352,48.71574464646711,0
25.729531799950667,38.35761525447971,1
36.64247757587453,51.01145885812807,2
26.431015537710255,48.346717604234776,0
23.401428199526716,39.12301926082628,1
37.987378193933445,52.10242946971338,2
27.288462492259516,48.0918605186137,0
23.246368793624733,39.971934903139584,1
39.37914728208128,47.97475481128727,2
24.53803699722373,51.824983590855005,0
20.141218769598645,41.554336674229354,1
37.3314940994273,49.40829874797898,2
28.019514132308586,44.79555949885201,0
23.20094638398302,40.79992583389632,1
36.081302789080446,48.843125084324484,2
25.717280165749536,48.57159924395891,0
21.3825691725186,38.549359965589275,1
36.47254044795601,50.277793437996735,2
23.248008573140375,48.09607845651922,0
22.3503521394393,37.62252999674986,1
38.01250530313743,50.96435220973276,2
27.31143388833985,44.0866386670671,0
24.39091201863863,39.08918956393593,1
35.477750369193124,49.865912662729194,2
26.97729276642812,47.57175666977184,0
20.87182233931581,38.078064620067025,1
39.575877626457206,47.5322503688871,2
28.52120566563122,43.36553964152142,0
21.1506651252671,41.04902462617208,1
36.73331195572709,48.56909973473669,2
25.02970386115516,50.31999495563289,0
21.208381263063238,43.12852302293055,1
37.9100794198915,52.0355261570306,2
26.274377413727546,46.89268108812033,0
24.351135794042435,42.74000729142849,1
38.09378412649488,52.24861338612017,2
26.3407999288238,49.20375259263945,0
19.27018849183225,42.71673412621224,1
36.53875171983529,47.53453099653641,2
24.2434037108018,47.77638602174268,0
23.116033261511625,40.88809020858589,1
37.77517985468454,49.663690901064975,2
24.15671102383604,47.19377323956891,0
22.799076808246127,38.16882961212179,1
40.292533797872785,51.964383012814935,2
26.375105878669252,47.721067332260205,0
23.137462650158877,43.025135174001534,1
35.423459098394105,52.30915959487147,2
27.01744283177516,51.61981559343058,0
23.45463504200956,40.482463908652996,1
38.77902474261338,51.54967436118959,2
29.280577191258104,44.88827709052886,0
22.764139588772053,38.910866977671645,1
36.73964681976168,48.65548075666336,2
26.251369666762415,54.36989641807594,0
23.378709869192495,42.24778520927756,1
39.054936698322635,52.316023487744985,2
27.831166453442005,46.960000234882976,0
21.13069491585311,40.1054893220919,1
39.17581415122299,50.090778970491456,2
27.15409178216906,47.93845630124858,0
21.152874672564472,39.565389991354564,1
39.11673180645941,53.55425625070046,2
26.111147139496598,48.19577325548689,0
19.77824268882474,40.31276836593726,1
38.470308892413605,49.22297522117896,2
23.846523332744322,51.37688369315357,0
21.07254608839333,41.0000154732944,1
36.836990761384776,51.354794904994904,2
24.021508859528556,45.14376131899634,0
25.168478961470704,37.962809248234365,1
38.215325623562144,52.36507544078271,2
23.2152749375513,48.276779078701445,0
22.52877871883023,44.80708402664937,1
36.201450902998204,47.39872278728296,2
23.45964819112015,49.34897796928019,0
23.278265763339167,38.60825843452249,1
35.93161206061975,48.74840747973793,2
23.596683341021503,47.69547308659706,0
21.271406168311866,41.909575153821756,1
37.70485994148749,46.648937156011726,2
23.59519745266327,49.25377188786414,0
22.517788693200988,39.05560534724815,1
37.482530690298724,45.11790954641599,2
28.552968113589618,48.61179131898669,0
20.327383942414567,40.52149513819541,1
39.95414841443941,50.352895875199536,2
25.328156719109337,48.77704474297928,0
20.720852464194405,41.82985210607186,1
39.69435861531142,49.358044561346595,2
25.431688592111644,49.57574075447428,0
25.126198615645208,39.3581696906646,1
36.98151796447512,52.525923905799715,2
27.118746872793086,46.27291711113532,0
25.096792259015576,38.068253526498694,1
34.89520127174184,52.246425988318244,2
27.530785912385248,50.048049745615124,0
24.25970851028092,43.40773900696606,1
38.10410674779085,48.48890707338662,2
23.0710196527096,47.672331635480106,0
22.17456112418296,42.71219125879641,1
35.7117548646736,50.72612100778464,2
27.800527634970383,49.33144792523861,0
23.66483424800773,37.8568379185658,1
37.54172217585993,49.35047444404772,2
23.559490852980026,49.370348708221734,0
24.5567720264368,41.91641724721128,1
35.174676393849026,50.93990050524059,2
24.771313860246973,47.575385756678344,0
18.915376053820328,41.51477219701878,1
38.908632001776944,48.34851053566656,2
24.974678557132243,48.81716136148654,0
22.85694864559669,42.18960394629624,1
38.32005063543324,48.78946531547568,2
24.994914077760562,45.98945909277325,0
24.657225884996095,40.401096590131054,1
35.81755673115579,50.8152718409622,2
26.061685421987004,47.51053163148304,0
20.01051497860675,42.36831262073709,1
36.147819476078695,51.57855329127675,2
28.666728226921393,49.64387650233947,0
22.28310838988692,39.07210924393207,1
40.008660297695144,47.83868475879588,2
29.43967538109339,50.57049014135153,0
19.027377992114253,41.350410002193044,1
39.332374053892636,48.356775808757156,2
28.398659611920717,50.132369902543594,0
21.458918572204603,38.90231590719411,1
35.41012955429813,51.57967522428429,2
26.213488695185017,46.96089505607045,0
21.967047734148505,42.782969643219516,1
37.894170244050365,49.66415334481302,2
25.85079210530479,49.010723212778856,0
24.905201166105375,41.22281179713738,1
38.70702239857679,52.890267936212865,2
28.336352776035934,50.11030340291832,0
21.238767117491292,38.825245498843756,1
39.141180992077956,52.14196472927614,2
25.51733083703791,46.01724420511075,0
22.071705951835316,39.71581140910346,1
37.36831263183583,49.56398793529341,2
25.30114001113728,49.59144923258607,0
22.03816103311758,43.67908657391368,1
37.91752685505594,48.73071718530745,2
25.85419696344829,47.76437417033928,0
18.679438013178636,40.203037003724745,1
35.353379467609074,47.98458779998724,2
25.838590512279918,49.88313640086839,0
23.798375858962206,40.596987610849986,1
38.11908910835097,48.234636516586704,2
25.32043510019435,49.02742919423481,0
24.310552187816484,40.533082968762585,1
39.90756445418862,49.299230386123874,2
27.814450445606077,50.666836447038726,0
23.417859742629734,41.03564004300458,1
36.02424081843685,50.13311962621606,2
23.897966397846062,46.634437523086156,0
25.561056056224206,40.8089938973081,1
37.028603847258225,52.51030764106527,2
27.249195824575853,46.455542417007685,0
23.718521682050238,44.19936121509472,1
36.63323211866849,50.21865820514636,2
28.316984036447742,48.734956485352534,0
20.405799188167755,41.597962448531135,1
37.197668021943194,49.781891188528014,2
25.812120447820487,47.03815161225186,0
23.058533770944766,43.09324762588828,1
38.951528182626554,50.36809162204054,2
27.580964021669985,47.94015460215363,0
23.058782618184853,39.057358077148166,1
37.160390974081785,50.90499154507892,2
25.60316445686479,46.06169451354836,0
24.019493887321083,36.31057114969651,1
36.31475280116216,51.926683615770905,2
23.55423042776548,46.99856935903423,0
19.97645770840587,41.33709042238598,1
37.580565929211126,52.56270171579686,2
27.238046380832596,50.01199353384097,0
23.977447220387212,41.203825827533464,1
36.297504277025986,50.38685008848158,2
25.749324594115368,48.10884810201874,0
21.810067752579368,39.173012560799066,1
39.614228394236484,50.899039712554014,2
26.164795065363634,48.94461502977288,0
21.977731587855587,44.156730083563055,1
39.59446588309508,49.13966903951368,2
23.022304635439617,48.16198932453354,0
24.994170111410302,40.42789547950618,1
36.604416676720035,43.87354600109084,2
28.072370566891312,49.118638398655825,0
26.201195950062957,40.77491359536104,1
41.44014851660604,45.591302304126614,2
21.686167201025135,47.802819459111745,0
22.798212088344208,40.616639538684296,1
37.59059830566583,49.7065177530438,2
24.946720068269638,48.05405366564758,0
25.337115782565235,40.280341727887034,1
35.85708319702897,53.056836010402506,2
25.364398885722377,47.96503723070891,0
21.76183655929657,42.3048761974959,1
36.542331207787335,46.95940913165719,2
24.147690471417228,49.58336506863558,0
21.255815548540895,41.17163275299234,1
37.690000529737205,50.61626759300974,2
26.635960553507807,47.24509526896395,0
22.023371038924168,40.70451589903232,1
36.715583745535156,48.67228455429952,2
25.400204427023258,48.382291827646576,0
19.943508314733126,38.91011943034489,1
38.38066639641151,48.69445748333934,2
24.924076471177464,47.24093278383627,0
24.133893475259768,38.91635099749585,1
39.814474166473644,51.637748923570356,2
26.25364163130634,47.4673773987153,0
21.152050160587486,38.015886696438116,1
35.09982928241272,47.28899264459261,2
26.59422733627393,48.826788068324625,0
20.77685967664297,39.131439118698495,1
40.027224349558104,50.161484941386966,2
25.87361202808485,48.42290188046096,0
23.93031218905352,40.758835299862035,1
38.21944648519389,54.82708095270442,2
24.4561454584748,44.72008591993513,0
23.115562070982488,40.82319914731116,1
37.484898606842634,50.85723338297958,2
25.331811903333854,48.342384204685246,0
24.42426847919987,41.17824642685916,1
39.789801931481534,45.687437083497116,2
25.771403565699455,47.17893924331067,0
20.940173412679737,39.52374921268352,1
38.12209032549484,49.454445373212046,2
24.90466300103248,49.29675311440624,0
24.67776171148742,41.25729455837778,1
40.08656518991055,49.99315594538448,2
26.044446430900017,49.360701389860544,0
25.537533083289,39.08348076918025,1
35.858223777631565,52.00611923425192,2
27.72552076326536,48.316881635423485,0
21.435510633936453,42.561023311023604,1
33.74755099741377,50.53889084309469,2
25.886285654631198,47.80804016015811,0
24.36130346884798,39.984435305282496,1
37.70415699610741,51.18928646389183,2
23.439310267894445,49.63216011361521,0
23.640394810353957,44.165758280135755,1
36.98923479075218,52.473592664792115,2
24.33611016991767,44.832179285834805,0
21.031164716725783,39.36495611431445,1
39.51449386842119,49.544470939228106,2
28.00509711101374,49.838382202739105,0
26.114330765627326,40.631278097393675,1
37.78023255888919,51.507175830763124,2
26.54238490174382,47.659277805925626,0
23.338565907182737,40.75557061437125,1
40.555505863358924,53.24345227107377,2
26.748350852320083,45.15925749169058,0
24.612299434172662,40.555043090859655,1
36.693395894050475,49.70816731754849,2
25.13136234463742,51.09734988322695,0
19.316802878391695,42.019079828589334,1
35.686467173021654,49.82039334943777,2
23.016430751714992,48.983441118076456,0
25.29118929566946,38.318078916353734,1
39.28788484271574,51.7221147184379,2
25.368448687534826,48.11578387426838,0
23.67122235006141,43.63104330362861,1
38.93607293835192,52.51634926252616,2
22.129129213321,47.11570907667314,0
19.435520429514376,40.71592097868193,1
37.29813169713595,49.186063360084866,2
22.5438422271051,51.94108683244741,0
22.812986150398483,42.61598071435223,1
37.53379379351916,50.728922008721305,2
21.93130540675144,47.384821784975706,0
23.39577807150561,38.41211476526887,1
38.505726145805696,48.90259875252773,2
28.539918382063313,47.82613525280636,0
21.03783983966018,44.0283389810499,1
37.512811998978236,49.91266991123694,2
23.786758560487723,50.15846381993948,0
